PropertyID,Property Type,Bldg Subtype,Address,Address 2,Address 3,Address 4,City,State,Zip,Bldg Name,Business Park,Improvement District,Market,Submarket,Micromarket,Bldg Type,Building Sub Type,Building Sub Specialty,Bldg Class,Bldg Sub-class,Bldg Size,Bldg Status,Office s.f.,Retail s.f.,Occ Rate,Available s.f.,Asking Rent,Leasing Company,Management Company,Primary Owner,Bldg Number,County,Township,Metropolitan Division,Latitude,Longitude,Submarket Cluster,Custom Cluster,Area Type,Prime?,Full Block?,Building Location,Most Expensive Street?,Atrium?,View,Owner Occupied?,Corp. HQ?,Tenancy,Stories,Story Type,Average Floor Plate Size,Core Factor Multi-tenant,Core Factor Single-Tenant,Total Unit Count,Average Unit Size,Studio Units,1 Bed Units,2 Bed Units,3+ Bed Units,Ceiling Height Feet,Ceiling Height Inches,Parking Type,Parking Ratio,Parking Spaces,Trailer Spaces,Parking-Reserved cost,Parking-Unreserved cost,OpEx & Taxes,OpEx,OpEx Year,Taxes,Energy-star?,Energy Efficiency,Parcel Number,Zoning,Parcel Size (acres),Broke Ground Date,Broke Ground Quarter,Broke Ground Year,Build Date,Build Quarter,Build Year,Upgrade Date,Upgrade Quarter,Upgrade Year,Renovated Broke Ground Date,Renovated Broke Ground Quarter,Renovated Broke Ground Year,Renovated Date,Renovated Quarter,Renovated Year,Demolished Date,Demolished Quarter,Demolished Year,Construction Type,Amenities,List Price,For Sale Listing Company,For Sale Comments,Mezzanine?,Core Type,Office Column Spacing Width,Office Column Spacing Depth,Free Trade Zone?,In-fill,Subway Service,Adjacent to Intermodal?,Walk Score,Transit Score,Bike Score,Crime Grade,Mixed Use,Expansion Potential,Industrial AC,Crane Comments,PAGI Report,eCommerce?
381424,Office,Office,5505 Pearl St,,,,Rosemont,Illinois,60018,Building 1,,,Chicago,O'Hare,,Office,Office,,A,,"140,807",Existing,,,100%,0,,JLL,CBRE,Superior Ambulance Service,,Cook,,,41.979582,-87.872105,Suburban,,,No,No,,No,No,,Yes- Full,No,Single-Tenant,4,Low-Rise,"35,000",,,,,,,,,,,,,,,,,,,,,No,No,,Office,16,,,,11/1/2008,4,2008,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,Within 1/2 mile,No,34,59,,,,No,,,,No
29120,Office,Office,555 Skokie Blvd,,,,Northbrook,Illinois,60062,Combined Centre II,Combined Centre,,Chicago,North Cook County,,Office,Office,,A,,"64,016",Existing,"64,016",,76%,"16,825",$39.00,Van Vlissingen & Company,R2 Companies,"Falcon Real Estate Investment Management, Ltd.",,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.142406,-87.793434,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,5,Low-Rise,"12,803",,,,,,,,,,,Surface Lot,3.6,230,,,,$14.43,$8.98,2016,$5.45,Yes,No,06-25-200-015,O-4,,1/1/1978,1,1978,1/1/1979,1,1979,12/1/2018,4,2018,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
608157,Office,Office,555 W Adams St,,,,Chicago,Illinois,60661,Trans Union Data Center,,,Chicago,West Loop,,Office,Office,,A,,"246,500",Existing,,,100%,0,,MB Real Estate Services,Superior Ambulance Service,Hamilton Partners,,Cook,,,41.878969,-87.641545,CBD,,,No,No,,No,No,,Yes- Full,Yes,Single-Tenant,10,Mid-Rise,"24,650",,,,,,,,,,,,,,,,,,,,,No,,,,,1/1/1989,1,1989,1/1/1991,1,1991,,,,,,,,,,,,,,,,,,No,,,,No,,,No,,,,,,No,,,,No
5477,Office,Office,555 W Monroe St,,,,Chicago,Illinois,60661,PepsiCo Tower,PepsiCo Chicago Plaza,,Chicago,West Loop,,Office,Office,,A,,"419,186",Existing,"418,769",,100%,"172,393",$30.21,JLL,,"Barrington Medical Development, LLC",,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.880283,-87.641563,CBD,,Urban,No,No,,No,No,Water,No,No,Multi-Tenant,17,Mid-Rise,"26,000",,,,,,,,,,,No Parking,0.01,5,,,,$10.16,,2007,$10.16,Yes,Silver,12-02-301-016-0000,"PD, Chicago",,1/1/2000,1,2000,1/1/2002,1,2002,,,,,,,,,,,,,BTS ground-up,,,,,No,Center,,,No,,Within 1 mile,No,,,,,,No,,,,No
29127,Office,Office,555-577 Aptakisic Rd,,,,Lincolnshire,Illinois,60069,Sysmex Corporate Center,,,Chicago,North Lake County,,Office,Office,,A,,"162,739",Existing,"162,739",,100%,0,,Galleria Realty Corp,Sterling Bay,Lone Star Funds,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.182919,-87.93835,Suburban,,Suburban,No,No,,No,No,,No,Yes,Single-Tenant,4,Low-Rise,"40,685",,,,,,,,,,,Surface Lot,3.94,641,,,,,,,,No,No,11-18-311-009-0000,15-22-301-022,,7/1/2007,3,2007,1/1/2009,1,2009,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
29124,Office,Office,5550 Prairie Stone Pkwy,,,,Hoffman Estates,Illinois,60192,Two Park Center,Two Park Center,,Chicago,Northwest,,Office,Office,,A,,"193,700",Existing,"193,700",,100%,0,,Hamilton Partners,Zeller Management Corporation,Ricketts Family,,Cook,,,42.071087,-88.218506,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"48,500",,,,,,,,,,,Surface Lot,0.2,,,,,,,,,Yes,No,17-16-227-021-0000,"EDA, Hoffman Estates",,,,,1/1/2000,1,2000,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
29128,Office,Office,5595 Trillium Blvd,,,,Hoffman Estates,Illinois,60192,One Park Center,Prairie Stone Park,,Chicago,Northwest,,Office,Office,,A,,"190,000",Existing,"190,000",,100%,0,$41.00,Packaging Corporation of America,Colliers International,Hamilton Partners,,Cook,,,42.073415,-88.218518,Suburban,,Suburban,No,No,,No,No,,Yes- Partial,No,Single-Tenant,4,Low-Rise,"47,500",,,,,,,,,,,Surface Lot,5,700,,,,,,2014,$6.59,No,No,11-18-104-037,N/Av,3,,,,8/1/2000,3,2000,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,20,21,,,,No,,,,No
29130,Office,Office,5600 Pearl St,,,,Rosemont,Illinois,60018,5600 Pearl,,,Chicago,O'Hare,,Office,Office,,A,,"71,132",Existing,"71,132",,100%,0,$21.00,Transwestern,,Alcion Ventures L.P.,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.980537,-87.872268,Suburban,,Suburban,No,No,,No,No,,No,No,Single-Tenant,3,Low-Rise,"23,711",,,,,,,,,,,Surface Lot,4.67,332,,,,,,,,No,No,07-14-200-083-0000,B,,1/1/2005,1,2005,1/1/2006,1,2006,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,Within 1 mile,No,,,,,,No,,,,No
5488,Office,Condo,567 W Lake St,,,,Chicago,Illinois,60661,Chicago Transit Authority,,,Chicago,West Loop,,Office,Condo,,A,,"406,000",Existing,,,100%,"7,000",,Newmark Knight Frank,GlenStar Properties,MB Financial Bank,,Cook,,"Chicago-Joliet-Naperville, IL",41.885671,-87.642342,CBD,,Urban,No,No,,No,No,Water,Yes- Full,No,Multi-Tenant,12,Mid-Rise,"33,833",,,,,,,,,,,,,,,,,,,,,Yes,Gold,17-08-408-001-0000,Commercial,1,,,,1/1/2004,1,2004,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,2 Blocks,No,96,100,,,,No,,,,No
530328,Office,Office,57 Franklin St,,,,Valparaiso,Indiana,46383,,,,Chicago,Northwest Indiana,,Office,Office,,A,,"23,466",Existing,,,87%,"2,971",,Coldwell Banker Cyrus Group,CenterPoint Properties,Van Vlissingen & Company,,Porter,,,41.46731,-87.059692,,,,No,No,,No,No,,,No,Multi-Tenant,2,Low-Rise,"11,733",,,,,,,,,,,,,,,,,,,,,No,,08-32-100-015-0000,,0,,,,4/1/2005,2,2005,,,,,,,,,,,,,,,,,,No,,,,No,,,No,92,0,,,,No,,,,No
29139,Office,Office,5750 Old Orchard Rd,,,,Skokie,Illinois,60077,Harmswood Office Center,,,Chicago,North Cook County,,Office,Office,,A,,"90,000",Existing,"90,000",,91%,"8,425",$41.20,CBRE,,Healthcare Realty Services Inc.,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.063118,-87.769475,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,5,Low-Rise,"18,000",,,,,,,,,,,Surface Lot,3.1,276,,,,$15.34,$7.69,2014,$7.65,No,No,15-01-100-011,OR,,1/1/1994,1,1994,1/1/1995,1,1995,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
178000,Office,Office,5800 W Touhy Ave,,,,Niles,Illinois,60714,Shure Building,,,Chicago,North Cook County,,Office,Office,,A,,"267,000",Existing,"267,334",,100%,0,,Bradley Company,,Fulcrum Asset Advisors,,Cook,,Naperville-Michigan City,42.011956,-87.772904,Suburban,,,No,No,,No,No,,Yes- Full,No,Single-Tenant,7,Low-Rise,"34,920",,,,,,,,,,,,5.4,600,,,,,,,,No,No,08-04-303-005,"M, Niles",18,,,,4/1/2001,2,2001,,,,,,,,,,,,,Owner Built,,,,,No,,,,No,,More than 1 mile,No,57,42,,,,No,,,,No
335632,Office,Office,590 W Madison St,,,,Chicago,Illinois,60661,590 Madison,,,Chicago,West Loop,,Office,Office,,A,,"1,200,000",Proposed Long-Term,,,,"650,000",$39.00,,JLL,Bridge Investment Group,,Cook,,,41.881918,-87.642416,CBD,,,No,No,,No,No,,,No,Multi-Tenant,44,Skyscraper,28,,,,,,,,,,,,,,,,,,,,,No,No,07-24-401-003-0000,,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,Within 1/2 mile,No,97,100,,,,No,,,,No
29146,Office,Office,6 Parkway N,,,,Deerfield,Illinois,60015,Six Parkway North,Parkway North Center,,Chicago,North Lake County,,Office,Office,,A,,"95,257",Existing,"96,054",,100%,0,$59.00,NAI Global,"Ryan Companies US, Inc.","Tabani Group, Inc.",,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.164551,-87.879761,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"24,508",,,,,,,,,,,Surface Lot,4,473,,,,$10.63,$8.21,2014,$2.42,No,No,06-30-302-013,,,1/1/1997,1,1997,1/1/1998,1,1998,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
29151,Office,Office,600 N Field Dr,,,,Lake Forest,Illinois,60045,Abbott Laboratories,Lake Forest Corporate Center,,Chicago,North Lake County,,Office,Office,,A,,"137,000",Existing,"137,000",,100%,0,$24.50,Landmark Partners,Quadrangle Development Company,Apollo Global Management,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.250233,-87.899704,Suburban,,Suburban,No,No,,No,No,,No,No,Single-Tenant,3,Low-Rise,"45,667",,,,,,,,,,,Surface Lot,2.46,337,,,,,,,,No,No,06-21-402-030,"OR2, Lake Forest",,7/1/1998,3,1998,1/1/2000,1,2000,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
29153,Office,Office,600 N US Hwy 45,,,,Libertyville,Illinois,60048,Innovation Park Lake County,Innovation Park Lake County,,Chicago,North Lake County,,Office,Office,,A,,"966,091",Existing,"966,091",,39%,0,,Telos Group,McCaffery,Edwards Realty Company,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.289626,-87.999593,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"322,030",,,,,,,,,,,Surface Lot,3.7,3575,,,,,,,,No,No,07-03-103-020,,,1/1/1990,1,1990,1/1/1992,1,1992,,,,,,,1/1/2015,1,2015,,,,Spec ground-up,"Coffee bar, Conference / meeting center, Fitness center, Security",,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
541124,Office,Office,600 S Damen Ave,,,,Chicago,Illinois,60612,Office,The Gateway,,Chicago,Far West Loop,,Office,Office,,A,,"240,000",Proposed Short-Term,,,,"240,000",,CBRE,Colliers International,Urban Innovations,,Cook,,,41.873988,-87.676533,CBD,,,No,No,,No,No,,,No,,12,Mid-Rise,"20,000",,,,,,,,,,,,,,,,,,,,,No,,"14-23-200-007 , 14-23-200-015, 14-23-200-027 , 14-23-200-029 , 14-23-200-037 , 14-23-400-027",,,,,,1/1/2020,1,2020,,,,,,,,,,,,,,Fitness center,,,,No,,,,No,,Within 1/2 mile,No,77,76,,,,No,,,,No
540524,Office,Office,610 S Maple Ave,,,,Oak Park,Illinois,60304,Rush Oak Park Hospital,,,Chicago,Eastern East-West,,Office,Office,,A,,"139,200",Existing,,,100%,0,$33.88,Hamilton Partners,Zaragon Holdings Inc,Murray Commercial,,Cook,,,41.878098,-87.803152,Suburban,,,No,No,,No,No,,No,No,Multi-Tenant,5,Low-Rise,"25,000",,,,,,,,,,,,0.83,116,,,,,,,,No,,"12-10-429-022, 12-11-301-009","H, Oak Park",2,,,,1/1/2001,1,2001,,,,,,,,,,,,,,,,,,No,,,,No,,Within 1/2 mile,No,82,69,,,,No,,,,No
541917,Office,Office,611 E Douglas Rd,,,,Mishawaka,Indiana,46545,St. Joseph Medical Office Building,St Joseph Regional Medical Center,,Chicago,North Central Indiana,,Office,Office,,A,,"205,573",Existing,,,100%,0,$39.38,GlenStar Properties,"Peppercorn Capital, LLC",Midwest Property Group,,St Joseph,,,41.709516,-86.17429,,,,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"51,393",,,,,,,,,,,,8.51,1750,,,,,,2017,$2.60,No,,,PUD,,,,,1/1/2009,1,2009,,,,,,,,,,,,,,Fitness center,,,,No,,,,No,,,No,41,0,,,,No,,,,No
29172,Office,Office,6111 N River Rd,,,,Rosemont,Illinois,60018,Riverway,Riverway,,Chicago,O'Hare,,Office,Office,,A,,"199,505",Existing,"199,505",,100%,0,$27.52,Wintrust Financial,Sanders Commercial Real Estate,GlenStar Properties,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.987567,-87.858398,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,11,Mid-Rise,"18,137",,,,,,,,,,,Structured Parking,3.3,658,,,,$17.87,$9.99,2014,$7.88,No,No,02-29-151-013,"E, Rosemont",,7/1/1985,3,1985,1/1/1987,1,1987,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,Within 1 mile,No,,,,,,No,,,,No
29173,Office,Office,6133 N River Rd,,,,Rosemont,Illinois,60018,Riverway East,Riverway Office Park,,Chicago,O'Hare,,Office,Office,,A,,"284,241",Existing,"284,241",,93%,"43,258",,Cushman & Wakefield,Hamilton Partners,Hub Group,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.987671,-87.857677,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,11,Mid-Rise,"25,840",,,,,,,,,,,Structured Parking,3.4,966,,,,$13.54,$8.16,2014,$5.38,No,No,17-17-117-044,D; Rosemont,,1/1/1985,1,1985,1/1/1987,1,1987,,,,,,,1/1/2016,1,2016,,,,Spec ground-up,,,,,No,Center,,,No,,Within 1 mile,No,,,,,,No,,,,No
335607,Office,Office,625 W Adams St,,,,Chicago,Illinois,60661,625 West Adams,,,Chicago,West Loop,,Office,Office,,A,,"438,184",Existing,"434,931",,11%,"92,910",$25.25,Zeller Realty Group,Chicago NBC Tower Lp c/o JLL Americas L.P.,Barrington Venture,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.8792,-87.6436,CBD,,Urban,No,No,,No,No,,No,No,Multi-Tenant,20,High-Rise,"31,789",,,,,,,,,10,,In-Building Above Grade,0.92,408,,,,$19.87,$9.86,2020,$9.99,No,No,71-08-12-158-010.000-026,17-16-111-004-0000,,4/1/2016,2,2016,1/1/2018,1,2018,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,Within 1 mile,No,,,,,,No,,,,No
5602,Office,Office,625 W Monroe St,,,,Chicago,Illinois,60661,,,,Chicago,West Loop,,Office,Office,,A,,"719,186",Proposed Long-Term,,,,0,,NAI Global,,RN Realty,,Cook,,"Chicago-Joliet-Naperville, IL",41.880234,-87.643352,CBD,,Urban,No,No,,No,No,Water,No,No,Multi-Tenant,29,High-Rise,"26,499",,,,,,,,,,,,,,,,,,,,,No,No,04-18-401-027-0000,,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,Within 1 mile,No,,,,,,No,,,,No
29186,Office,Office,6250 N River Rd,,,,Rosemont,Illinois,60018,One O'Hare Centre,,,Chicago,O'Hare,,Office,Office,,A,,"380,360",Existing,"380,360",,91%,"43,382",,Urban Innovations,,Group RMC,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.993632,-87.861619,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,12,Mid-Rise,"31,697",,,,,,,,,,,Structured Parking,2.87,1092,,,,$15.91,$8.63,2018,$7.28,Yes,Gold,09-33-311-052-0000,"D, Rosemont",,1/1/1984,1,1984,1/1/1986,1,1986,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,Within 1 mile,No,,,,,,No,,,,No
29189,Office,Office,630 Dundee Rd,,,,Northbrook,Illinois,60062,Edens Corporate Center I,Edens Corporate Center,,Chicago,North Cook County,,Office,Office,,A,,"95,000",Existing,"95,000",,89%,"9,003",$24.00,,Lincoln Property Company,Structure Management Midwest,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.138931,-87.79641,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,4,Low-Rise,"23,750",,,,,,,,,,,Surface Lot,4,380,,,,$12.26,$7.29,2014,$4.97,Yes,No,06-27-100-002,Office,,1/1/1986,1,1986,1/1/1987,1,1987,,,,,,,1/1/2014,1,2014,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
5612,Office,Office,633 N Saint Clair St,,,,Chicago,Illinois,60611,633 North Saint Clair,,,Chicago,North Michigan Avenue,,Office,Office,,A,,"234,036",Existing,"234,036",,100%,0,,James Campbell Company,Hamilton Partners,R2 Companies,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.893789,-87.622436,CBD,,Urban,No,No,,No,Yes,Water,No,No,Multi-Tenant,28,High-Rise,"20,000",,,,,,,,,,,No Parking,7,0,,,,$14.40,$5.50,2012,$8.90,No,No,08-04-208-001,"BPD, Chicago",,7/1/1989,3,1989,1/1/1991,1,1991,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,3 Blocks or More,No,,,,,,No,,,,No
5620,Office,Creative,640 N LaSalle St,,,,Chicago,Illinois,60654,640 North LaSalle,,,Chicago,River North,,Office,Creative,,A,,"350,000",Existing,"350,000",,94%,"26,749",$47.11,JLL,,,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.893757,-87.633131,CBD,,Urban,No,Yes,,No,No,,No,No,Multi-Tenant,7,Low-Rise,"50,000",,,,,,,,,,,Underground Garage,0.59,207,,,,$13.13,,2010,,No,No,17-08-420-004-0000,DX-7,,1/1/1967,1,1967,1/1/1969,1,1969,,,,,,,1/1/1996,1,1996,,,,Spec ground-up,"Conference / meeting center, Fitness center, Laundry services",,,,No,Center,,,No,,3 Blocks or More,No,,,,,,No,,,,No
5636,Office,Office,645 W Madison St,,,,Chicago,Illinois,60661,Madison West 645,,,Chicago,West Loop,,Office,Office,,A,,"507,925",Proposed Long-Term,,,,0,$42.00,GlenStar Properties,RN Realty,Equus Capital Partners,,Cook,,"Chicago-Joliet-Naperville, IL",41.881682,-87.644804,CBD,,Urban,No,No,,No,No,Water,No,No,Multi-Tenant,18,Mid-Rise,"26,593",,,,,,,,,,,,,,,,,,,,,No,No,"17-16-213-004-0000, 17-16-213-005-0000",,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,3 Blocks or More,No,,,,,,No,,,,No
29208,Office,Office,650 Dundee Rd,,,,Northbrook,Illinois,60062,Edens Corporate Center II,Edens Corporate Center,,Chicago,North Cook County,,Office,Office,,A,,"93,040",Existing,"86,330",,91%,"17,249",$16.00,Thor Equities,Lincoln Property Company,Golub & Company,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.137995,-87.797258,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,4,Low-Rise,"23,260",,,,,,,,,,,Surface Lot,4,345,,,,$12.26,$7.29,2014,$4.97,Yes,No,,,,1/1/1987,1,1987,1/1/1988,1,1988,,,,,,,1/1/2014,1,2014,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
607587,Office,Office,650 S Randall RD,,,,Algonquin,Illinois,60102,,,,Chicago,Northwest,,Office,Office,,A,,"30,000",Existing,,,100%,0,,Zeller Realty Group,Dean Topping & Company,American Realty Advisors,,McHenry,,,42.166166,-88.336608,Suburban,,,No,No,,No,No,,Yes- Full,No,Single-Tenant,1,Single-Story,"30,000",,,,,,,,,,,,,,,,,,,,,No,,17-08-410-004-0000,,,1/1/2017,1,2017,1/1/2018,1,2018,,,,,,,,,,,,,,,,,,No,,,,No,,,No,,,,,,No,,,,No
29213,Office,Office,651 Prairie Pointe Dr,,,,Yorkville,Illinois,60560,,Prairie Pointe Executive Center,,Chicago,Western East-West,,Office,Office,,A,,"41,493",Existing,"41,493",,0%,"42,000",$27.56,Edward Health Services,Sterling Bay,Packaging Corporation of America,,Kendall,,,41.663753,-88.430715,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"13,831",,,,,,,,,,,Surface Lot,4.7,,,,,,,,,No,No,08-05-103-004,B-3,,,,,1/1/2007,1,2007,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
29214,Office,Office,6600 Mannheim Rd,,,,Rosemont,Illinois,60018,Building 1,Building 1,,Chicago,O'Hare,,Office,Office,,A,,"229,240",Proposed Long-Term,"229,240",,,0,$54.00,Mid-America Real Estate Group,CBRE,Sterling Bay,,Cook,,,42.001274,-87.886108,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,6,Low-Rise,"38,206",,,,,,,,,,,Surface Lot,4,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
29215,Office,Office,6600 Mannheim Rd,,,,Rosemont,Illinois,60018,Building 5,Building 5,,Chicago,O'Hare,,Office,Office,,A,,"155,325",Proposed Short-Term,"155,325",,,0,$27.00,CBRE,BECO Management Inc.,Pembroke IV LLC,,Cook,,,42.001274,-87.886108,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,5,Low-Rise,"31,065",,,,,,,,,,,,4,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
540752,Office,Office,6640 S Cicero Ave,,,,Bedford Park,Illinois,60638,Halberg Insurance Network Building,,,Chicago,South Suburbs,,Office,Office,,A,,"100,000",Existing,,,100%,0,$21.50,The Duchossois Group,HSA Commercial Real Estate,Elad Canada Inc.,,Cook,,,41.774851,-87.744779,Outer Suburbs,,,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"25,000",,,,,,,,,,,,3.38,400,,,,,,,,No,,,,4,,,,1/1/1991,1,1991,,,,,,,,,,,,,,,,,,No,,,,No,,Within 1 mile,No,66,53,,,,No,,,,No
29218,Office,Office,665 W North Ave,,,,Lombard,Illinois,60148,Heron Point,Heron Point,,Chicago,Eastern East-West,,Office,Office,,A,,"106,291",Existing,"106,291",,95%,"5,745",$51.00,Holladay Properties,Arthur J Gallagher,First Investment Corporation,,DuPage,,,41.902852,-88.03585,Suburban,,Suburban,No,No,,No,No,,Yes- Partial,No,Multi-Tenant,5,Low-Rise,"21,000",,,,,,,,,,,Surface Lot,4,,,,,,,,,No,No,,OPD,,,,,1/1/2002,1,2002,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
397537,Office,Office,6734 E Joliet Rd,,,,Countryside,Illinois,60525,State Bank of Countryside,,,Chicago,Eastern East-West,,Office,Office,,A,,"57,951",Existing,"57,951",,100%,0,$43.24,Cushman & Wakefield,Sears Holdings Corporation,CCH Incorporated,,Cook,,,41.768205,-87.890527,Suburban,,,No,No,,No,No,,Yes- Full,No,Single-Tenant,2,Low-Rise,"28,975",,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,1/1/2006,1,2006,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,,No,,,,,,No,,,,No
585777,Office,Office,678 Cedar Crossings Dr,,,,New Lenox,Illinois,60451,,,,Chicago,South Suburbs,,Office,Office,,A,,"29,964",Existing,,,100%,0,,,CBRE,SPUS05 601 West Monroe LP,,Will,,,41.544097,-87.980056,Outer Suburbs,,,No,No,,No,No,,No,No,Multi-Tenant,2,Low-Rise,"12,671",,,,,,,,,,,,2.5,75,,,,,,,,No,,,,3,,,,1/1/2016,1,2016,,,,,,,,,,,,,,,,,,No,,,,No,,,No,1,19,,,,No,,,,No
585784,Office,Office,680 Barclay Blvd,,,,Lincolnshire,Illinois,60069,Executive Building -Lincolnshire,,,Chicago,North Lake County,,Office,Office,,A,,"25,229",Existing,,,100%,0,$50.00,Colliers International,Hamilton Partners,R2 Companies,,Lake,,,42.1822,-87.935117,Suburban,,,No,No,,No,No,,,No,,2,Low-Rise,"12,614",,,,,,,,,,,,4.56,,,,,,,,,No,,07-01-400-034,,6,,,,1/1/2006,1,2006,,,,,,,,,,,,,,,,,,No,,,,No,,,No,31,26,,,,No,,,,No
540875,Office,Office,6957 Olde Creek Rd,,,,Rockford,Illinois,61114,Perryville Place,,,Chicago,Far Northwest,,Office,Office,,A,,"80,000",Existing,,,100%,0,$21.00,,MBRE,American Realty Capital,,Winnebago,,,42.303594,-88.979946,Outer Suburbs,,,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"18,000",,,,,,,,,,,,4.56,297,,,,,,,,No,,07-01-104-013,C-2,4,,,,1/1/2006,1,2006,,,,,,,,,,,,,,,,,,No,,,,No,,,No,39,0,,,,No,,,,No
5704,Office,Office,70 W Madison St,,,,Chicago,Illinois,60602,Three First National Plaza,,,Chicago,Central Loop,,Office,Office,,A,,"1,439,360",Existing,"1,439,360",,89%,"399,068",,R2 Companies,Millbrook Real Estate Company,Mac Management Company,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.882269,-87.630245,CBD,,Urban,No,Yes,,No,No,Skyline,No,No,Multi-Tenant,57,Skyscraper,"25,252",,,,,,,,,9,,Underground Garage,0.11,155,,,,$17.78,,2019,,Yes,Silver,,"PD-191, Chicago",,1/1/1977,1,1977,1/1/1980,1,1980,1/1/2017,1,2017,,,,,,,,,,Spec ground-up,"Car detailing and wash, Coffee bar, Conference / meeting center, Fitness center",,,,No,Center,,,No,,3 Blocks or More,No,,,,,,No,,,,No
