PropertyID,Bldg Type,Bldg Subtype,Tenant,Tenant Industry Cluster,Tenant Industry,Tenant Sub Industry,Sublessor Company,Lease Industry Cluster,Lease Industry,Lease Sub Industry,Local Industry,Address,City,State,Zip,Bldg Name,Business Park,Market,Submarket,Micromarket,Bldg Class,Bldg Sub-class,Lease Size,Suite,Floor(s),View Space,Space Use Type,Space Use SubType,Space Condition,Dock Configuration Type,Term (mos),Date on Market,Sign Date,Commencement Date,Move-in Date,Expiration Date,Lease Type,Asking Rent,First Year Rent p.s.f.,Rent Type,Effective Rent p.s.f.,Average Rent p.s.f.,Escalation,Escalation Frequency,Escalation Type,Escalation Amount,Free Rent (mos),Free Rent ($),Free Rent Type,TIs p.s.f.,Improvement Comments,Renewal Option Date,Renewal Option Notification Date,Early Termination Notification Date,Submarket Cluster,Custom Cluster,Bldg Size,Bldg Status,Multi-floor?,Entire floor?,Transaction Type,Footprint,Previous Lease s.f.,Bldg Leasing Company,Agency Broker Company,Tenant Broker Company,Current Landlord,Property Management Company,Amenities,Amenity Comments,Lease Status,Encumbrances ?,Verification,Full Lease?,Followup Required?,Corp. HQ?,Total Lease Value,OpEx and Taxes p.s.f.,Taxes,Insurance,Parking Type,Parking Ratio,Parking Spaces,Parking Reserved Charges,Parking Unreserved Charges,Improvement Allowance Comments,Parking Secured,Construction Type,Construction Materials,Industrial AC,Crane Served?,Crane Count,Crane Capacity,Crane Hook Height,Crane Comments,Broke Ground Date,Build Date,Renovated Date,Latitude,Longitude,Most Expensive Street?,Prior Address,Prior Building Name,Prior Submarket,Tenant SIC Code,Tenant NAICS Code,Lease SIC Code,Lease NAICS Code
5320,Office,Office,"Google, Inc.",,,,,,,,,500 W Monroe St,Chicago,Illinois,60661,500 West Monroe,,Chicago,West Loop,,A,,"26,751",,33,,,,,,123,,6/13/2016,7/1/2016,7/1/2016,9/30/2026,Sublease,,$11.78,N,$3.82,,Stepped $0.19,Stepped,Amount,0.1900,0,,,$0.00,,,,,CBD,,"966,317",Existing,No,Yes,Relocation,,,CBRE,Telos Group,Cushman & Wakefield,Blackstone Group,JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1990,1/1/1992,,41.880888,-87.640562,No,,,,,,,
4829,Office,Office,Furst Staffing,,,,,,,,,300 S Wacker Dr,Chicago,Illinois,60606,300 S Wacker,,Chicago,West Loop,Wacker West,A,,"8,887",,22,,Office,Office,,,132,,6/13/2016,8/1/2016,8/1/2016,7/31/2027,Direct,,$24.00,N,,,Annual $0.72,Annual,Amount,0.7200,12,,Full Service Gross,$80.00,,,,,CBD,,"535,726",Existing,No,No,Expansion,Growing,10673,JLL,Tishman Speyer,,"Fulcrum Asset Advisors, Crestlight Capital",JLL,,,Occupied,No,,No,No,No,,$14.42,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1969,1/1/1971,1/1/1990,41.877625,-87.63708,Yes,,,,,,,
28156,Office,Office,Emnos,Finance,Real Estate,REIT/Investor,,Finance,Real Estate,REIT/Investor,,1211 W 22nd St,Oak Brook,Illinois,60523,Oak Brook 22 Tower One,Oak Brook 22,Chicago,Eastern East-West,Oak Brook,A,,"8,096",300,3,,Office,,,,65,,6/6/2016,11/1/2016,11/1/2016,3/31/2022,Direct,,$17.15,NNN,,,Stepped $0.50,Stepped,Amount,0.5000,1,,,$5.00,,4/1/2022,,,Suburban,,"156,699",Existing,No,No,Renewal,,,JLL,Cushman & Wakefield,JLL,"Metropolis Investment Holdings, Tishman Speyer",JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1983,1/1/1985,1/1/1993,41.846148,-87.949011,No,,,,,,,
4613,Office,Office,Spaces,,,,,,,,,225 W Wacker Dr,Chicago,Illinois,60606,225 Wacker,,Chicago,West Loop,Wacker West,A,,"26,011",2300,23,,Office,Office,,,120,,6/2/2016,8/1/2016,8/1/2016,7/30/2026,Direct,,$24.60,N,,,Annual 3.00%,Annual,Percent,0.0300,10,,,$70.00,,,,,CBD,,"647,803",Existing,No,Yes,Relocation,,,JLL,Newmark Knight Frank,,"Ascentris, Lincoln Property Company",JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1987,1/1/1989,,41.886399,-87.635246,Yes,,,,,,,
4613,Office,Office,ANSYS,,,,,,,,,225 W Wacker Dr,Chicago,Illinois,60606,225 Wacker,,Chicago,West Loop,Wacker West,A,,"11,326",2250,22,,,,,,120,,6/1/2016,6/1/2016,6/1/2016,5/30/2026,Direct,,$25.00,N,,,Annual 3.00%,Annual,Percent,0.0300,10,,,$60.00,,,,,CBD,,"647,803",Existing,No,No,Relocation,,,JLL,Telos Group,,Hinsdale Management,JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1987,1/1/1989,,41.886399,-87.635246,Yes,,,,,,,
4877,Office,Office,Accertify,,,,,,,,,311 S Wacker Dr,Chicago,Illinois,60606,311 South Wacker,,Chicago,West Loop,Wacker West,A,,"11,531",6000,60,,,,,,61,,6/1/2016,1/1/2017,1/1/2017,1/1/2022,Direct,,$28.50,N,,,Annual 2.50%,Annual,Percent,0.0250,8,,,$15.00,,,,,CBD,,"1,313,315",Existing,No,No,Renewal,,,Sterling Bay,JLL,,Bentall Kennedy,Avison Young,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1987,1/1/1990,,41.877496,-87.636165,Yes,,,,,,,
4877,Office,Office,Hylant,Health,Healthcare Insurance,Healthcare Insurance,,Health,Healthcare Insurance,Healthcare Insurance,,311 S Wacker Dr,Chicago,Illinois,60606,311 South Wacker,,Chicago,West Loop,Wacker West,A,,"23,022",3700,37,,,,,,120,,6/1/2016,12/1/2016,12/1/2016,11/30/2026,Direct,,$24.00,N,,,Annual 2.00%,Annual,Percent,0.0200,17,,,$46.83,,,,,CBD,,"1,313,315",Existing,No,No,Renewal,,,Sterling Bay,,,Equus Capital Partners,Transwestern,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1987,1/1/1990,,41.877496,-87.636165,Yes,,,,,,,
4877,Office,Office,Nexum Inc,Health,Healthcare Insurance,Healthcare Insurance,,Health,Healthcare Insurance,Healthcare Insurance,,311 S Wacker Dr,Chicago,Illinois,60606,311 South Wacker,,Chicago,West Loop,Wacker West,A,,"3,056",3750,37,,,,,,72,,6/1/2016,12/1/2016,12/1/2016,11/30/2022,Direct,,$22.00,N,,,Annual 2.50%,Annual,Percent,0.0250,6,,,$6.00,,,,,CBD,,"1,313,315",Existing,No,No,Relocation,,,Transwestern,Lincoln Property Company,Savills,Hamilton Partners,John Hancock Life Insurance Company,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1987,1/1/1990,,41.877496,-87.636165,Yes,,,,,,,
4385,Office,Office,ECC Insurance Brokers,Media,"Media, Entertainment, Publishing",,,Media,"Media, Entertainment, Publishing",,,200 W Madison St,Chicago,Illinois,60606,200 West Madison,,Chicago,West Loop,,A,,"5,908",,26,,,,,,63,,6/1/2016,11/1/2016,11/1/2016,1/31/2022,Direct,,$22.00,N,,,Annual 3.00%,Annual,Percent,0.0300,3,,,$35.00,,,,,CBD,,"1,066,900",Existing,No,No,Relocation,,,CBRE,JLL,,Tishman Speyer,GlenStar Properties,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1980,1/1/1983,,41.882192,-87.634349,No,,,,,,,
28509,Office,Office,American College of Occupational and Environmental Medicine,,,,,,,,,2001 Spring Rd,Oak Brook,Illinois,60523,Commerce Plaza I,Commerce Plaza,Chicago,Eastern East-West,Oak Brook,A,,"1,222",,,,,,,,91,,6/1/2016,6/1/2016,6/1/2016,12/31/2023,Direct,,$18.25,N,,,Annual 3.00%,Annual,Percent,0.0300,6,,,$48.00,,,,,Suburban,,"187,189",Existing,No,No,New to Market,,,JLL,Hamilton Partners,,Fulcrum Asset Advisors,Transwestern,,,Occupied,No,,No,No,No,,$8.04,$2.37,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1978,1/1/1980,1/1/1987,41.850624,-87.947233,No,,,,,,,
28794,Office,Office,NAS Insurance,Travel & Recreation,Car Rental Companies,Car Rental Companies,,Travel & Recreation,Car Rental Companies,Car Rental Companies,,3000 Lakeside Dr,Bannockburn,Illinois,60015,Bannockburn Corporate Center,,Chicago,North Lake County,,A,,"72,696",,2,,,,,,132,,6/1/2016,9/1/2016,9/1/2016,8/31/2027,Direct,,$14.00,N,,,Annual $0.50,Annual,Amount,0.5000,12,,,$60.00,,,,,Suburban,,"209,421",Existing,No,No,Relocation,,,Telos Group,Tishman Speyer,JLL,"GlenStar Properties, Walton Street Capital",JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1999,8/1/2001,,42.202526,-87.882682,No,,,,,,,
29120,Office,Office,VeriFone,,,,,,,,,555 Skokie Blvd,Northbrook,Illinois,60062,Combined Centre II,Combined Centre,Chicago,North Cook County,,A,,"1,099",204,,,,,,,12,,6/1/2016,6/1/2016,6/1/2016,5/31/2017,Direct,,$29.25,Full Service Gross,,,,,,,,,,,,,,,Suburban,,"64,016",Existing,No,No,Renewal,,,Zeller Realty Group,JLL,JLL,Bridge Investment Group,JLL,,,Expired,No,,No,No,No,,,$5.23,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1979,,42.142406,-87.793434,No,,,,,,,
28487,Office,Office,Archer Daniels Midland Company,Technology,Software,Software,,Technology,Software,Software,,20 N Martingale Rd,Schaumburg,Illinois,60173,Woodfield Preserve ll,Woodfield Preserve Office Center,Chicago,Northwest,Schaumburg,A,,"6,653",430,4,,Office,Office,,,72,,6/1/2016,7/1/2016,7/1/2016,6/30/2022,Direct,,$15.25,N,,,Annual $0.50,Annual,Amount,0.5000,6,,Modified Gross,$28.50,,,,,Suburban,,"342,179",Existing,No,No,Relocation,,,Cushman & Wakefield,JLL,Cushman & Wakefield,"Ohio Public Employees Retirement System, Parkway Properties",JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1999,1/1/2001,,42.027054,-88.033455,No,,,,,,,
28935,Office,Office,Advocate Health Care,Professional and Business Services,"Accounting, Consulting, Research, Strategy and Advisory",,,Professional and Business Services,"Accounting, Consulting, Research, Strategy and Advisory",,,400 Skokie Blvd,Northbrook,Illinois,60062,The 400 Building,,Chicago,North Cook County,,A,,"2,808",290,2,,Office,Office,,,104,,6/1/2016,12/1/2016,12/1/2016,7/31/2025,Direct,,$13.50,N,,,Annual $0.50,Annual,Amount,0.5000,9,,Modified Gross,$42.00,,,,,Suburban,,"195,326",Existing,No,No,Relocation,,,Telos Group,Colliers International,,Fulcrum Asset Advisors,Transwestern,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1982,1/1/1984,1/1/1993,42.143986,-87.796913,No,,,,,,,
3143,Office,Office,Dairy Management,,,,,Finance,"Finance, Planners and Advisors",,,1 S Wacker Dr,Chicago,Illinois,60606,One South Wacker,,Chicago,West Loop,Wacker West,A,,"4,365",2290,22,,Office,Office,,,60,,6/1/2016,9/1/2016,9/1/2016,8/31/2021,Direct,,$24.00,N,,,Annual $0.50,Annual,Amount,0.5000,5,,Full Service Gross,$20.00,,,,,CBD,,"1,195,170",Existing,No,No,Renewal,,,Telos Group,JLL,,Northern Exposure LP,Piedmont Office Realty Trust,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1979,1/1/1982,,41.88164,-87.636287,Yes,,,,,,,
3702,Office,Office,Levenfeld Pearlstein,Nonprofit,Association,Association,,,,,,130 E Randolph St,Chicago,Illinois,60601,One Prudential Plaza,Prudential Plaza,Chicago,East Loop,,A,,"14,000",3500,35,,Office,Office,,,144,,6/1/2016,6/1/2016,6/1/2016,5/30/2028,Direct,,$25.00,NNN,,,Annual 2.50%,Annual,Percent,0.0250,12,,Full Service Gross,$75.00,,,,,CBD,,"1,226,092",Existing,No,No,New Lease,,,JLL,JLL,,"Zeller Realty Group, BDT Capital Partners",EQ Office,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1952,1/1/1955,1/1/2015,41.884841,-87.623262,No,,,,,,,
4655,Office,Office,Hill Rom,Professional and Business Services,Legal Services,Law Firms,Schiff Hardin,Professional and Business Services,Legal Services,Law Firms,,233 S Wacker Dr,Chicago,Illinois,60606,Willis Tower,,Chicago,West Loop,Wacker West,A,,"12,316",6600,66,,Office,Office,,,60,,6/1/2016,6/1/2016,6/1/2016,5/31/2021,Sublease,,$30.00,Full Service Gross,$30.00,,Annual 0.00%,Annual,Percent,0.0000,0,,Full Service Gross,$0.00,,,,,CBD,,"3,781,045",Existing,No,No,New Lease,,,Lincoln Property Company,Merchandise Mart Properties,,Cornerstone Real Estate Advisers,Arden Realty,,,Occupied,No,,No,No,Yes,,$16.88,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1970,1/1/1973,8/1/2019,41.878859,-87.636016,Yes,,,,,,,
4829,Office,Office,M & M Bank,,,,,,,,,300 S Wacker Dr,Chicago,Illinois,60606,300 S Wacker,,Chicago,West Loop,Wacker West,A,,"10,673","2200, 2250",22,,Office,Office,,,132,,6/1/2016,8/1/2016,8/1/2016,7/31/2027,Direct,,$24.00,N,,,Annual 3.00%,Annual,Percent,0.0300,12,,Full Service Gross,$80.00,,,,,CBD,,"535,726",Existing,No,No,New Lease,Growing,,JLL,JLL,JLL,"Tishman Speyer, National Pension Service of Korea",GlenStar Properties,,,Occupied,No,,No,No,No,,$15.31,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1969,1/1/1971,1/1/1990,41.877625,-87.63708,Yes,,,,,,,
4518,Office,Creative,Mediterranean Shipping,Professional and Business Services,"Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors","Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors",,Professional and Business Services,"Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors","Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors",,212 W Superior St,Chicago,Illinois,60654,212 West Superior,,Chicago,River North,,A,,"3,523",,5,,Office,Office,,,60,,6/1/2016,6/1/2016,6/1/2016,5/31/2021,Direct,,$30.50,Full Service Gross,,,Annual $0.50,Annual,Amount,0.5000,,,,,,,,,CBD,,"67,984",Existing,No,No,Renewal,,,JLL,Tishman Speyer,,"Sterling Bay, Wanxiang America Corporation",Zeller Realty Group,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1919,1/1/1920,1/1/2004,41.895772,-87.635013,No,,,,,,,
28217,Office,Office,EWP Architects Inc.,Technology,Software,Software,,Technology,Software,Software,,1400 American Ln,Schaumburg,Illinois,60173,Schaumburg Towers I,Schaumburg Towers,Chicago,Northwest,Schaumburg,A,,"87,740",,7-10,,Office,Office,,,179,,6/1/2016,12/1/2016,12/1/2016,11/20/2031,Direct,,$29.15,Full Service Gross,$29.15,,Annual $0.50,Annual,Amount,0.5000,,,,$65.00,,,,,Suburban,,"441,531",Existing,Yes,Yes,New Lease,Growing,,The Telos Group LLC,Colliers International,,Zeller Realty Group,EQ Office,,,Occupied,No,,No,Yes,Yes,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1986,1/1/2004,42.044876,-88.04372,No,3850 N Wilke Rd,Commerce Point II,Northwest,,,,
27976,Office,Office,Massachusetts Mutual Life Insurance Company,,,,,,,,,1 Tower Ln,Oakbrook Terrace,Illinois,60181,Oakbrook Terrace Tower,,Chicago,Eastern East-West,Oak Brook,A,,"8,393","220, 270",,,Office,,,,30,,6/1/2016,7/1/2016,7/1/2016,12/31/2018,Sublease,,$20.00,N,,,Stepped $0.75,Stepped,Amount,0.7500,1,,,$0.00,,,,,Suburban,,"792,192",Existing,Yes,No,,,,Tishman Speyer,JLL,JLL,Sumitomo Mitsui Trust Bank,Transwestern,,,Expired,No,,No,No,No,,$0.00,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1985,1/1/1987,,41.858155,-87.95436,No,,,,,,,
29120,Office,Office,Mid-Continent Capital,,,,,,,,,555 Skokie Blvd,Northbrook,Illinois,60062,Combined Centre II,Combined Centre,Chicago,North Cook County,,A,,"1,099",204,,,Office,,,,12,,6/1/2016,6/1/2016,6/1/2016,5/31/2017,Direct,,$29.25,Full Service Gross,,,$0.00,,Amount,0.0000,0,,,$0.00,,,,,Suburban,,"64,016",Existing,No,No,Renewal,,,JLL,MB Real Estate Services,Cushman & Wakefield,Spear Capital Group,JLL,,,Expired,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1979,,42.142406,-87.793434,No,,,,,,,
28509,Office,Office,Regus,Finance,"Finance, Planners and Advisors",,,Finance,"Banks, Savings Institutions & Credit Unions",Investment Banking & Securities Trading,,2001 Spring Rd,Oak Brook,Illinois,60523,Commerce Plaza I,Commerce Plaza,Chicago,Eastern East-West,Oak Brook,A,,"2,720",125,1,,Office,,,,102,,6/1/2016,6/1/2016,6/1/2016,11/30/2024,Direct,,$20.50,Full Service Gross,,,Stepped $0.62,Stepped,Amount,0.6200,6,,,$221.51,,,,,Suburban,,"187,189",Existing,No,No,Renewal,Growing,,JLL,Colliers International,,Hamilton Partners,EQ Office,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1978,1/1/1980,1/1/1987,41.850624,-87.947233,No,2001 Spring Rd,Commerce Plaza I,Eastern East-West,,,,
28521,Office,Office,Prospect Partners,Finance,"Finance, Planners and Advisors",,,Finance,"Banks, Savings Institutions & Credit Unions",Investment Banking & Securities Trading,,2021 Spring Rd,Oak Brook,Illinois,60523,Commerce Plaza III,Commerce Plaza,Chicago,Eastern East-West,Oak Brook,A,,"2,720",125,1,,Office,,,,102,,6/1/2016,6/1/2016,6/1/2016,11/30/2024,Direct,,$20.50,Full Service Gross,,,Stepped $0.62,Stepped,Amount,0.6200,6,,,$221.51,,,,,Suburban,,"167,000",Existing,No,No,Expansion,,,Zeller Realty Group,Cushman & Wakefield,,Mirae Asset Global Investment,Hamilton Partners,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1978,1/1/1980,1/1/1987,41.84931,-87.947198,No,,,,,,,
27992,Office,Office,Girling HealthCare,Health,"Biotech, Life Sciences & Pharmaceutical",,,"Construction, Machinery & Materials",Construction & Building Materials,Industrial Manufacturing,,100 N Field Dr,Lake Forest,Illinois,60045,One Conway Park,Conway Park,Chicago,North Lake County,,A,,"11,649",,2,,,,,,90,,5/31/2016,5/1/2016,5/1/2016,11/30/2023,Direct,,$19.50,N,,,Annual $0.50,Annual,Amount,0.5000,7,,,$42.00,,,,,Suburban,,"105,000",Existing,No,No,Expansion,,,JLL,,,AEW Capital Management,EQ Office,,,Occupied,No,,No,No,No,,,$2.96,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1987,1/1/1989,,42.242914,-87.897477,No,,,,,,,
4385,Office,Office,Stone Bridge Investment Group,Professional and Business Services,General Professional and Business Services,,,Professional and Business Services,General Professional and Business Services,,,200 W Madison St,Chicago,Illinois,60606,200 West Madison,,Chicago,West Loop,,A,,"5,004",,34,,Office,Office,,,65,,5/31/2016,10/1/2016,10/1/2016,2/28/2022,Direct,,$22.00,N,,,Stepped 3.00%,Stepped,Percent,0.0300,4,,,$5.00,,,,,CBD,,"1,066,900",Existing,No,No,Relocation,,,Zeller Realty Group,JLL,JLL,Urban Innovations,Acadia Realty,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1980,1/1/1983,,41.882192,-87.634349,No,,,,,,,
29398,Office,Office,SMS Assist,Technology,Hardware (included VR and AR),Hardware (included VR and AR),,Technology,Hardware (included VR and AR),Hardware (included VR and AR),,8745 W Higgins Rd,Chicago,Illinois,60631,8745 West Higgins,O'Hare Plaza,Chicago,O'Hare,,A,,"8,028",450,4,,Office,,,,66,,5/23/2016,10/1/2016,10/1/2016,3/31/2022,Direct,,$25.50,Full Service Gross,,,Stepped $0.50,Stepped,Amount,0.5000,11,,,$30.00,,4/1/2022,1/31/2021,,Suburban,,"117,299",Existing,No,No,New Lease,,,Tishman Speyer,JLL,,"LaSalle Investment Management, Bayerische Versorgungskammer (BVK)",Zeller Realty Group,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1969,1/1/1971,1/1/1997,41.985931,-87.845223,No,,,,,,,
3642,Office,Office,M & M Bank,,,,,,,,,123 N Wacker Dr,Chicago,Illinois,60606,123 North Wacker,,Chicago,West Loop,Wacker West,A,,"5,694",250,2,,Office,Office,,,65,,5/19/2016,6/1/2016,6/1/2016,10/31/2021,Direct,,$19.00,N,,,Annual 2.50%,Annual,Percent,0.0250,6,,Full Service Gross,$25.00,,,,,CBD,,"540,621",Existing,No,No,New Lease,,,Hines,Telos Group,JLL,Sheffield Management,Sheffield Management,,,Occupied,No,,Yes,No,No,,$15.52,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1986,2/1/2001,41.884157,-87.636553,Yes,,,,,,,
29398,Office,Office,Pritzker Family,,,,,,,,,8745 W Higgins Rd,Chicago,Illinois,60631,8745 West Higgins,O'Hare Plaza,Chicago,O'Hare,,A,,"2,500",820,,,Office,,,,72,,5/11/2016,8/1/2017,8/1/2017,7/31/2023,Direct,,$27.00,Full Service Gross,,,Stepped $0.50,Stepped,Amount,0.5000,5,,,$0.00,,8/1/2023,10/31/2022,,Suburban,,"117,299",Existing,No,No,New Lease,,,JLL,JLL,JLL,Golub & Company,Walton Street Capital,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1969,1/1/1971,1/1/1997,41.985931,-87.845223,No,,,,,,,
4583,Office,Mixed-Use,Avionos LLC,,,,,,,,,222 Merchandise Mart Plz,Chicago,Illinois,60654,Merchandise Mart,The Mart,Chicago,River North,,A,,"70,000",,16,,,,,,144,,5/10/2016,9/1/2016,9/1/2016,8/31/2028,Sublease,,$35.60,Full Service Gross,$7.22,,Stepped $0.89,Stepped,Amount,0.8900,0,,,$47.43,,,,,CBD,,"3,448,680",Existing,No,No,Relocation,,,JLL,JLL,,JP Morgan Chase & Company,GlenStar Properties,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1927,1/1/1930,1/1/2005,41.888184,-87.635287,No,,,,,,,
3702,Office,Office,XL Global Services,Professional and Business Services,Business Services,Other,,Professional and Business Services,Business Services,Other,,130 E Randolph St,Chicago,Illinois,60601,One Prudential Plaza,Prudential Plaza,Chicago,East Loop,,A,,"152,000",3600,36,,,,,,120,,5/9/2016,12/1/2016,12/1/2016,11/30/2026,Direct,,$25.00,NNN,,$22.00,Annual 2.50%,Annual,Percent,0.0250,12,,Full Service Gross,$70.00,,,,,CBD,,"1,226,092",Existing,No,No,New Lease,,,JLL,Ivanhoé Cambridge,CBRE,R2 Companies,Hamilton Partners,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1952,1/1/1955,1/1/2015,41.884841,-87.623262,No,,,,,,,
4385,Office,Office,SMS Assist,Finance,"Banks, Savings Institutions & Credit Unions",Investment Banking & Securities Trading,,Finance,"Banks, Savings Institutions & Credit Unions",Investment Banking & Securities Trading,,200 W Madison St,Chicago,Illinois,60606,200 West Madison,,Chicago,West Loop,,A,,"4,529",,9,,,,,,60,,5/1/2016,6/1/2016,6/1/2016,,,,$19.00,N,,,3.00%,,Percent,0.0300,0,,,$0.00,,,,,CBD,,"1,066,900",Existing,No,No,Renewal,,,JLL,JLL,,New York Common Retirement Fund,Hines,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1980,1/1/1983,,41.882192,-87.634349,No,,,,,,,
4385,Office,Office,Sullair,Finance,"Banks, Savings Institutions & Credit Unions",Investment Banking & Securities Trading,,Finance,"Banks, Savings Institutions & Credit Unions",Investment Banking & Securities Trading,"Banking, finance, insurance",200 W Madison St,Chicago,Illinois,60606,200 West Madison,,Chicago,West Loop,,A,,"4,529",,9,,,,,,60,,5/1/2016,5/31/2016,6/1/2016,5/30/2021,Direct,,$19.00,N,,$19.00,Annual 3.00%,Annual,Percent,0.0300,0,,,$0.00,,,,,CBD,,"1,066,900",Existing,No,No,Renewal,,,Cushman & Wakefield,CBRE,,Bentall Kennedy,MB Real Estate Services,,,Occupied,No,,No,No,No,,,$8.25,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1980,1/1/1983,,41.882192,-87.634349,No,,,,,,,
28156,Office,Office,Miller Cooper,Nonprofit,Association,Association,,,,,,1211 W 22nd St,Oak Brook,Illinois,60523,Oak Brook 22 Tower One,Oak Brook 22,Chicago,Eastern East-West,Oak Brook,A,,"3,052",620,6,,,,,,52,,5/1/2016,7/1/2016,7/1/2016,9/30/2020,Direct,,$17.75,N,,,Annual $0.50,Annual,Amount,0.5000,4,,,$5.00,,,,,Suburban,,"156,699",Existing,No,No,Renewal,,,JLL,Newmark Knight Frank,,"Deutsche Asset & Wealth Management, Lincoln Property Company",EQ Office,,,Occupied,No,,No,No,No,,$8.67,$1.75,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1983,1/1/1985,1/1/1993,41.846148,-87.949011,No,,,,,,,
28442,Office,Office,Karel & Associates LTD,Technology,Managed Application Services,,,Technology,Managed Application Services,,,1901 Butterfield Rd,Downers Grove,Illinois,60515,Esplanade IV,Esplanade at Locust Point,Chicago,Eastern East-West,,A,,"5,346",,6,,,,,,26,,5/1/2016,5/1/2016,5/1/2016,6/30/2018,Direct,,$17.75,N,,,Annual 3.00%,Annual,Percent,0.0300,2,,,$0.00,,,,,Suburban,,"278,285",Existing,No,No,Expansion,,,Zeller Realty Group,Cushman & Wakefield,,Zeller Realty Group,Transwestern,,,Expired,No,,No,No,No,,$9.03,$2.34,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1997,1/1/1999,,41.830365,-88.031317,No,,,,,,,
28480,Office,Office,Integrated Business Systems Inc,Food & Beverage,Food & Beverage Distributors,,,Food & Beverage,Food & Beverage Distributors,,,2 Mid America Plz,Oakbrook Terrace,Illinois,60181,Two Mid America,Mid America Plaza,Chicago,Eastern East-West,Oak Brook,A,,"2,199",,10,,,,,,64,,5/1/2016,7/1/2016,7/1/2016,9/30/2021,Direct,,$19.25,N,,,Annual $0.50,Annual,Amount,0.5000,4,,,$10.00,,,,,Suburban,,"204,630",Existing,No,No,Renewal,,,Transwestern,Telos Group,,Blackstone Group,Hines,,,Occupied,No,,No,No,No,,,$2.19,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1983,1/1/1985,,41.847654,-87.95837,No,,,,,,,
