PropertyID,Address ,Building Name,Suite,City,State,Postal Code,Market ,Sub Market Cluster,Sub Market,Micro Market,Property Type,Building Type,Building Sub Type,Building Sub Specialty,Building Class,Building Sub Class,Building Status,Space Type,Availability Type,Space Condition,Build Out Condition,Condition,Floors,Is Available,Is Vacant,Is Full Floor?,Is Full Building?,Is Divisibile?,View Space,Min Available s.f.,Max Available s.f.,Rent Low,Rent High,Rent Type,Sale Price,Floor Contig s.f.,Large Block (Bldg Contig) s.f.,Calculated Bldg Contig s.f.,Bldg Contig Rent,Operating Expenses p.s.f.,Taxes p.s.f.,Common Area Maintenance p.s.f.,Date on Market,Vacating Tenant Company,Date Vacant,New Tenant,Move In Date,Earliest Move In Timing,Earliest Move in Date,Minimum Lease Term Months,Maximum Lease Term Months,In Statistics?,Sublessor Company,Listing Broker Company,Amenities,Amenity Comments,Building Size,Building Primary Owner,Column Spacing Width,Column Spacing Depth,Building Location
5137,410 N Michigan Ave,Wrigley North Tower,N820,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,8th,Yes,Yes,No,No,No,,"3,144","3,144",$30.00,$31.00,Modified Gross,,"3,144","3,144","29,095",$40.00,,,,1/21/2016,,,,,Vacant,,,,Yes,,Zeller Realty Group,,,"311,377",Zeller Realty Group,,,
5137,410 N Michigan Ave,Wrigley North Tower,N1050,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,10th,Yes,Yes,No,No,No,,"1,886","1,886",$15.00,$18.00,Full Service Gross,,,"1,886","29,095",,,,,11/8/2018,,,,,Vacant,,,,Yes,,Zeller Realty Group,,,"311,377",Zeller Realty Group,,,
5137,410 N Michigan Ave,Wrigley North Tower,N1010,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,10th,No,No,No,No,No,,"1,231","1,231",,$2.00,Full Service Gross,,,,"29,095",,,,,11/28/2018,,,,11/1/2016,Arranged,11/1/2016,,,Yes,,Zeller Realty Group,,,"311,377",Zeller Realty Group,,,
5137,410 N Michigan Ave,Wrigley North Tower,N1010,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,10th,No,No,No,No,No,,"1,231","1,231",$44.50,$48.50,Modified Gross,,,,"29,095",,,,,5/9/2019,,,,6/9/2019,,,,,Yes,,Zeller Realty Group,,,"311,377",Zeller Realty Group,,,
5137,410 N Michigan Ave,Wrigley North Tower,N1150,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Shell Space,,11th,Yes,Yes,No,No,No,,"4,195","4,195",,$2.00,Modified Gross,,"4,195","4,195","29,095",$40.00,,,,1/26/2018,,,,,Vacant,,0,0,Yes,,,,,"311,377",Zeller Realty Group,,,
5137,410 N Michigan Ave,Wrigley North Tower,,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,12th,No,No,No,No,No,,"1,897","1,897",$45.00,$48.00,Modified Gross,,,,"29,095",,,,,12/19/2018,,,,1/19/2019,,,,,Yes,,"Millennium Properties R/E, Inc.",,,"311,377",Zeller Realty Group,,,
5137,410 N Michigan Ave,Wrigley North Tower,,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Full Build-Out,Excellent,12th,No,No,No,No,No,,"1,727","1,727",$40.00,$45.00,Modified Gross,,"1,727","1,727","29,095",$34.00,,,,7/31/2018,,,,12/28/2018,Vacant,,0,0,Yes,,,,,"311,377",Zeller Realty Group,,,
5137,410 N Michigan Ave,Wrigley North Tower,,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Sublet,,,,,14,No,No,No,No,No,,,"19,617",28.83,$33.83,,,,,"29,095",,,,,12/12/2016,,,,12/12/2017,Specific Date,1/1/2027,,,Yes,,,,,"311,377",Zeller Realty Group,,,
5137,410 N Michigan Ave,Wrigley North Tower,1400,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Partial Build-Out,,14th,Yes,No,No,No,No,,"29,095","29,095",$17.00,$20.00,Full Service Gross,,"29,095","29,095","29,095",,,,,6/13/2019,,,,,30 Days,,,,Yes,,CBRE,,,"311,377",Zeller Realty Group,,,
335606,412 N Wells St,412 North Wells,,Chicago,Illinois,60654,Chicago,CBD,River North,,Office,Office,Creative,,A,,Existing,Direct,,,,,all,No,No,No,No,No,,,"50,000",$28.94,$31.94,Full Service Gross,,,"50,000",0,,,,,3/19/2018,,,,,TBD,4/1/2018,,,Yes,,,,,"50,000",UHNW Spanish Family Office,,,
28959,4201 Winfield Rd,International,100,Warrenville,Illinois,60555,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,1st,No,Yes,Yes,No,No,,"30,436","30,436",-$0.02,$4.98,N,,"30,436","30,436",0,$17.75,,,,8/20/2013,,,,1/1/2020,Specific Date,1/1/2020,,,Yes,,JLL,,,"252,000",Barrington Venture,,,
28959,4201 Winfield Rd,International,200,Warrenville,Illinois,60555,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,2nd,No,Yes,No,No,No,,"40,180","40,180",$27.65,$30.65,N,,"40,180","40,180",0,$17.75,,,,8/20/2013,,,,1/1/2020,Specific Date,1/1/2020,,,Yes,,JLL,,,"252,000",Barrington Venture,,,
28959,4201 Winfield Rd,International,300,Warrenville,Illinois,60555,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,3rd,No,Yes,Yes,No,No,,"44,846","44,846",$57.00,$58.00,N,,"44,846","44,846",0,$17.75,,,,8/20/2013,,,,1/1/2020,Specific Date,1/1/2020,,,Yes,,JLL,,,"252,000",Barrington Venture,,,
28959,4201 Winfield Rd,International,400,Warrenville,Illinois,60555,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,4th,No,Yes,Yes,No,No,,"44,846","44,846",$25.38,$29.38,N,,"44,846","44,846",0,$17.75,,,,8/20/2013,,,,1/1/2020,Specific Date,1/1/2020,,,Yes,,JLL,,,"252,000",Barrington Venture,,,
28959,4201 Winfield Rd,International,,Warrenville,Illinois,60555,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,5th,No,Yes,No,No,No,,"15,125","15,125",$24.00,$28.00,N,,"15,125","15,125",0,,,,,5/9/2019,,,,1/1/2020,Specific Date,1/1/2020,,,Yes,,JLL,,,"252,000",Barrington Venture,,,
28959,4201 Winfield Rd,International,500,Warrenville,Illinois,60555,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,5th,No,Yes,Yes,No,No,,"44,846","44,846",$27.52,$31.52,N,,"44,846","44,846",0,$17.75,,,,8/20/2013,,,,1/1/2020,Specific Date,1/1/2020,,,Yes,,JLL,,,"252,000",Barrington Venture,,,
28959,4201 Winfield Rd,International,600,Warrenville,Illinois,60555,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,6th,No,Yes,Yes,No,No,,"44,846","44,846",$45.00,$47.00,N,,"44,846","44,846",0,$17.75,,,,8/20/2013,,,,1/1/2020,Specific Date,1/1/2020,,,Yes,,,,,"252,000",Barrington Venture,,,
28964,4225 Naperville Rd,Central Park of Lisle I,180,Lisle,Illinois,60532,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,1st,Yes,No,No,No,No,,"3,876","3,876",$35.00,$36.00,Full Service Gross,,"3,876","3,876","26,902",$0.00,$7.92,$2.98,,10/25/2018,,2/1/2019,,,Specific Date,2/1/2019,0,0,Yes,,,,,"310,375",Fulcrum Asset Advisors,,,
28964,4225 Naperville Rd,Central Park of Lisle I,150,Lisle,Illinois,60532,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,1st,Yes,Yes,No,No,No,,"6,335","6,335",$32.50,$37.50,Full Service Gross,,"6,335","6,335","26,902",$0.00,,,,1/19/2017,,,,,Vacant,,,,Yes,,,,,"310,375",Fulcrum Asset Advisors,,,
28964,4225 Naperville Rd,Central Park of Lisle I,225,Lisle,Illinois,60532,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,2nd,Yes,Yes,No,No,No,,"2,334","2,334",,$2.00,Full Service Gross,,"2,334","2,334","26,902",,,,,12/14/2018,,,,,30 Days,,,,Yes,,Lincoln Property Company,,,"310,375",Fulcrum Asset Advisors,,,
28964,4225 Naperville Rd,Central Park of Lisle I,260,Lisle,Illinois,60532,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,2nd,Yes,Yes,No,No,No,,"2,504","2,504",$51.00,$55.00,NNN,,"2,504","2,504","26,902",$22.00,,,,9/1/2011,,,,,Vacant,,,,Yes,,,,,"310,375",Fulcrum Asset Advisors,,,
28964,4225 Naperville Rd,Central Park of Lisle I,265,Lisle,Illinois,60532,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,No,No,No,No,No,,"5,334","5,334",$32.67,$35.67,Full Service Gross,,"7,838","7,838","26,902",$22.00,,,,8/24/2016,,,,1/1/2019,Vacant,,,,Yes,,,,,"310,375",Fulcrum Asset Advisors,,,
28964,4225 Naperville Rd,Central Park of Lisle I,550,Lisle,Illinois,60532,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,5th,Yes,Yes,No,No,Yes,,"12,000","26,902",$27.67,$32.67,Full Service Gross,,"26,902","26,902","26,902",$22.00,,,,7/20/2017,EMC Corporation,6/30/2018,,,Vacant,,,,Yes,,,,,"310,375",Fulcrum Asset Advisors,,,
28968,425 N Martingale Rd,425 North Martingale,210,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,No,No,No,No,,"2,375","2,375",$26.92,$30.92,Full Service Gross,,"2,375","2,375","22,373",,,,,9/9/2019,,,,,Specific Date,4/1/2020,,,Yes,,CBRE,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,450,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,4th,No,No,No,No,No,,"6,532","6,532",$60.00,$61.00,NNN,,"6,532","6,532","22,373",$15.50,,,,12/22/2015,,,,9/1/2019,Specific Date,,,,Yes,,CBRE,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,550,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,5th,No,No,No,No,No,,"12,806","12,806",19.75,$23.75,,,"12,806","12,806","22,373",,,,,5/14/2019,,,,10/1/2019,Specific Date,,,,Yes,,Newmark Knight Frank,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,550,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,5th,No,No,No,No,No,,"12,806","12,806",$31.75,$35.75,Full Service Gross,,"12,806","12,806","22,373",$0.00,,,,5/30/2018,Pluralsight,5/30/2018,Madden Communications,4/1/2019,Vacant,,0,0,Yes,,,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,700,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,7th,No,No,No,No,No,,"4,721","4,721",$27.93,$28.93,Full Service Gross,,"4,721","4,721","22,373",$15.50,,,,3/20/2015,,,,1/1/2019,Vacant,,,,Yes,,,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,900,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,9th,No,No,Yes,No,No,,"22,411","22,411",,$5.00,Full Service Gross,,"22,411","22,411","22,373",$15.50,,,,1/19/2010,,,,2/1/2019,Vacant,,,,Yes,,,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,1000,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Partial Build-Out,,10th,Yes,Yes,No,No,No,,"22,373","22,373",$42.00,$44.00,Full Service Gross,,"22,373","22,373","22,373",$23.00,,,,3/24/2016,,1/1/2020,,,Vacant,,,,Yes,,CBRE,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,1110,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,11th,No,No,No,No,No,,"1,734","1,734",$50.00,$54.00,NNN,,,,"22,373",,,,,1/14/2019,,,,2/14/2019,,,,,Yes,,CBRE,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,1150,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,11th,No,Yes,No,No,No,,"4,004","4,004",$19.75,$22.75,Full Service Gross,,"4,004","4,004","22,373",,,,,5/21/2019,,,,2/1/2020,Specific Date,2/1/2020,,,Yes,,CBRE,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,1100,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,11th,Yes,Yes,No,No,No,,"6,716","6,716",$35.00,$40.00,NNN,,"8,450","8,450","22,373",$15.50,,,,6/12/2018,,,,,Vacant,,0,0,Yes,,,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Full Build-Out,Excellent,12th,Yes,No,No,No,No,,"7,607","7,607",$28.00,$31.00,Full Service Gross,,"7,607","7,607","22,373",,,,,5/14/2019,,,,,30 Days,,,,Yes,,,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,12th,No,No,No,No,No,,"7,607","7,607",$27.50,$31.50,Modified Gross,,"7,607","7,607","22,373",$23.75,,,,6/25/2018,,,,4/1/2019,Vacant,11/1/2018,0,0,Yes,,,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,1220,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,12th,Yes,Yes,No,No,No,,"6,316","6,316",$30.30,$34.30,NNN,,"6,316","6,316","22,373",$15.50,,,,1/7/2015,,,,,Vacant,,,,Yes,,CBRE,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,1320,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,13th,Yes,No,No,No,No,,"6,075","6,075",$35.00,$40.00,NNN,,"7,801","6,075","22,373",$15.50,,,,10/31/2018,,,,,Specific Date,12/1/2019,0,0,Yes,,,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,1310,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,13th,Yes,No,No,No,No,,"1,726","1,726",$30.30,$31.30,NNN,,"7,801","1,726","22,373",$15.50,,,,11/30/2016,,,,,30 Days,,,,Yes,,,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,1680,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,16th,Yes,Yes,No,No,No,,"9,706","9,706",,$4.00,NNN,,"9,706","9,706","22,373",$15.50,,,,2/9/2017,,,,,Vacant,,,,Yes,,,,,"437,641",New York Life Real Estate Investors,,,
28968,425 N Martingale Rd,425 North Martingale,1800,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,18th,No,No,No,No,Yes,,"18,463","20,963",$27.56,$31.56,Full Service Gross,,"20,963","20,963","22,373",$18.50,,,,1/3/2017,,,,10/10/2019,Specific Date,10/10/2019,,,Yes,,JLL,,,"437,641",New York Life Real Estate Investors,,,
5206,425 S Financial Pl,425 S Financial Place,,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,,No,No,No,No,No,,"6,714","6,714",$29.00,$33.00,NNN,,,"6,714","26,417",,,,,11/28/2018,,,,2/28/2019,Specific Date,,,,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,675,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,6th,No,No,No,No,No,,"5,463","5,463",$25.00,$28.00,NNN,,"20,990","5,463","26,417",$24.00,,,,5/20/2015,,,,12/1/2018,Specific Date,12/1/2018,,,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,600,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,6th,No,No,No,No,No,,"10,424","10,424",$31.25,$35.25,NNN,,"20,990","10,424","26,417",$24.00,,,,5/12/2008,,,,1/1/2019,Specific Date,,,,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,630,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,6th,No,No,No,No,No,,"5,103","5,103",$25.00,$29.00,NNN,,"20,990","5,103","26,417",$24.00,,,,5/9/2008,,,,1/1/2019,Vacant,,,,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Sublet,For Lease,,,Excellent,9th,Yes,Yes,No,No,No,,"4,168","4,168",$27.00,$28.00,Full Service Gross,,"4,168","4,168","26,417",,$9.65,$9.44,,5/8/2019,,,,,Vacant,,,,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,B,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,9th,No,No,No,No,No,,786,786,$27.48,$29.48,Modified Gross,,"12,860",786,"26,417",$40.00,,,,2/23/2018,,,,4/1/2019,Vacant,,0,0,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,G,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,Spec,,9th,No,No,No,No,No,,"2,108","2,108",$42.00,$43.00,Modified Gross,,"2,108","2,108","26,417",$40.00,,,,2/23/2018,,,,9/7/2019,,,,,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,D,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,9th,No,No,No,No,No,,"2,076","2,076",$0.00,$2.00,Modified Gross,,"9,134","2,076","26,417",$40.00,,,,2/23/2018,,,,1/6/2019,Specific Date,,0,0,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,A,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,9th,No,No,No,No,No,,784,784,$20.00,$22.00,Modified Gross,,"12,860",784,"26,417",$40.00,,,,2/23/2018,,,,4/1/2019,Vacant,,0,0,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,C,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,9th,No,No,No,No,No,,784,784,$24.50,$27.50,Modified Gross,,"12,860",784,"26,417",$40.00,,,,1/29/2018,,,,4/1/2019,Vacant,,0,0,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,E,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,9th,No,No,No,No,No,,"1,373","1,373",$39.00,$40.00,Modified Gross,,"9,134","9,134","26,417",$35.13,,,,7/24/2018,,,,9/1/2018,Vacant,,0,0,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,950,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,9th,No,No,No,No,No,,"3,577","3,577",$45.00,$48.00,NNN,,"9,134","3,577","26,417",$33.74,,,,2/22/2018,,,,1/6/2019,Specific Date,,0,0,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,925,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,9th,Yes,Yes,No,No,No,,"1,847","1,847",$0.00,$4.00,NNN,,"1,847","1,847","26,417",$24.00,,,,8/21/2018,,,,,Vacant,,0,0,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1050,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,10th,Yes,Yes,No,No,No,,"3,728","3,728",$26.07,$31.07,NNN,,"8,388","3,728","26,417",$24.00,,,,2/10/2004,,,,,Vacant,,,,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1075,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,10th,No,No,No,No,No,,"5,033","5,033",$0.00,$2.00,NNN,,,"5,033","26,417",$24.00,,,,1/13/2017,,,,12/1/2018,Specific Date,12/1/2018,,,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1020,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,10th,Yes,Yes,No,No,No,,"4,660","4,660",,$1.00,NNN,,"8,388","4,660","26,417",$24.00,,,,1/13/2017,,,,,Vacant,,,,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1111,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,Excellent,11th,Yes,Yes,No,No,No,,"2,705","2,705",$32.27,$37.27,Full Service Gross,,"2,705","2,705","26,417",,$9.65,$9.44,,6/3/2019,,,,,Vacant,,,,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1130,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,11th,Yes,Yes,No,No,No,,"6,820","6,820",$19.75,$22.75,NNN,,"6,820","6,820","26,417",$24.00,,,,3/27/2012,,,,,Vacant,,0,0,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1200,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,Excellent,12th,Yes,No,No,No,No,,"25,278","25,278",$20.00,$21.00,Full Service Gross,,"25,278","25,278","26,417",,$9.65,$9.44,,8/13/2019,,,,,30 Days,,60,120,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1400,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,14th,Yes,Yes,Yes,No,No,,"25,278","25,278",$48.00,$50.00,NNN,,"25,278","25,278","26,417",$24.00,,,,8/27/2010,,,,,Vacant,,,,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1510,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,15th,Yes,Yes,No,No,No,,"7,564","7,564",$31.80,$35.80,Full Service Gross,,"7,564","7,564","26,417",,$9.65,$9.44,,6/3/2019,,,,,Vacant,,60,120,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1500,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,15th,No,Yes,No,No,No,,"6,548","14,112",,$3.00,NNN,,"14,112","14,112","26,417",$24.00,,,,9/6/2016,,,,12/3/2019,TBD,,,,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1600,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,16th,Yes,Yes,Yes,No,No,,"25,024","25,024",,$3.00,NNN,,"25,024","25,024","26,417",$24.00,,,,9/1/2016,,,,,Vacant,,,,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,1700,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,17th,No,No,Yes,No,No,,"24,799","24,799",$35.02,$38.02,NNN,,"24,799","24,799","26,417",$24.00,,,,9/1/2016,,,,7/7/2019,Specific Date,,,,Yes,,JLL,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,2100,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,Shell Space,,21st,Yes,Yes,No,No,No,,"17,705","17,705",$40.00,$43.00,NNN,,"17,705","17,705","26,417",$24.00,,,,2/22/2017,,,,,Vacant,,,,Yes,,,,,"1,041,292",CIM Group,,,
5206,425 S Financial Pl,425 S Financial Place,2305,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,23rd,No,No,No,No,No,,923,923,$23.20,$28.20,NNN,,"11,536",923,"26,417",$24.00,,,,2/22/2018,,,,2/8/2019,,,0,0,Yes,,JLL,,,"1,041,292",CIM Group,,,
